question_title,answer_url,author_name,fans_count,created_time,updated_time,comment_count,voteup_count,content
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/174369414,小小帝奇,15,2017-05-25T08:05:07.000Z,2017-05-25T08:05:07.000Z,4,5,我就拿CNN这个网络来说吧。卷积神经网络出自上个世纪60年代科学家提出的感受野，当时科学家发现猫的每一个视觉神经元只会处理小块区域的视觉图像，CNN的卷积核就是参考感受野。80年代日本科学家提出神经认知神经元，它包含两类神经元，用来抽取特征的S-cells和用来扛形变的C-cells。S-cells对应于卷积核滤波，C-cells对应激活函数、最大池化。Alex参加ImageNet论文中的LRN层也是模仿了生物神经系统的侧抑制机制。我学习DL不到一个月，认知程度还不够。
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/174179249,匿名用户,0,2017-05-25T00:38:42.000Z,2017-05-25T00:38:42.000Z,34,61,没有，深度学习、神经网络等称呼仅仅是为了蹭热点，它的实质是堆砌简单的数学算子来构造一个复杂的函数系统。而这个函数是如此的复杂，使得人们难以用常规的数学工具去理论证明这个函数系统的性质，因此才会有人用脑神经经科学去解释它。即便如此，该领域的最新研究已经完全找不到人脑中的对应参照物，如残差网络ResNet的跳层结构。不过，随着各位数学大神的加入，一些简单的网络结构的理论证明已经初见苗头，相信在未来的某个时间点上，人们终归可以找到一个漂亮又不失朴素的数学方法来论证深度学习的有效性，进而指导该领域的学术走向。
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/175176294,Genome,107,2017-05-27T05:23:49.000Z,2017-06-11T23:24:05.000Z,1,4,什么是模拟？我完成了一件事，你用相同的方式完成了，是模拟吗？那我用不同的方式完成了同一件事了？DNN的潜力我们只看到了冰山一角，同样大脑怎么工作的我们也只看到了冰山一角，基于这冰山一角去判断问题肯定有局限性。如果两种不同的方法都能完成同一个目标，那么他们内部必然有本质相同的东西（甚至是本质相同的），如鸟飞和飞机飞背后都是空气动力学的本质。同样DNN可以和大脑类比，只是现在的DNN和大脑的很多问题我们还说不清楚而已，而且毋庸置疑DNN一定会变得更强大。
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/174609485,baskice,84545,2017-05-26T00:06:39.000Z,2017-05-26T00:06:40.000Z,3,35,深度神经网络（DNN）是否模拟了人类大脑皮层结构？没有，不仅人类大脑皮层这么复杂的结构没有模仿到，连最简单的几种模式生物（比如秀丽隐杆线虫）复杂程度的千分之一都不及。你可以说 深度神经网络 这个方法（算法）创造时受到了神经学研究的启发，不能说这个方法是在模拟神经活动，更别提模拟人类大脑了。DNN的核心思路在于输入内容经过多层“感知层”处理后生成结果，再用 误差反向传播 算法进行优化训练。这么搞直接倾向就是中间感知层层数越多，结果越准确。这跟人脑，甚至不说人脑，就连模式生物的简单神经活动都没什么关系。神经处理并不注重层数，而更注重频率，时间，化学环境调节，甚至信号来源方向都会有影响。神经内的分子信号还经常影响自己的行为。循环神经网络Recurrent Neural Networks 中每个节点输出内容会影响自己这一思路，是借鉴现实神经元的行为。因此可以说 RNN相比DNN更加“模拟”神经行为。
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/175001160,陈默,13361,2017-05-26T16:48:53.000Z,2017-05-26T16:48:53.000Z,3,21,最开始时候ANN是蹭了神经学的热点。为什么，生物学神经学什么的容易发nature science啊，计算机程序搭上大脑的噱头看起来多么的炫酷。这就是为啥当初ANN那么不work还火了这么多年，容易灌水啊。后来DNN居然给调work了，神经学又蹦出来蹭热点了：你看都是我们神经学的启发你们才搞出这么个东西。说到底，其实俩东西的p关系没有。强说有关系的话，那么跟飞机和飞鸡的关系也差不多吧。
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/175011061,知乎用户,36,2017-05-26T17:31:02.000Z,2017-05-26T17:31:02.000Z,2,21,二者应该是JAVA和JavaScript的关系
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/807619506,David 9,719,2019-08-30T01:19:49.000Z,2019-08-30T01:32:00.000Z,0,1,SNN（脉冲神经网络）可能是更好的一种模拟方案：脉冲神经网络(SNN)会是下一代神经网络吗？ 知识梳理和源码解析，David 9的SNN初体验，Spiking Neural Network
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/174637022,小学,543,2017-05-26T01:32:17.000Z,2017-05-26T01:32:17.000Z,0,6,几乎没有，神经网络这个词更像一种比喻。一个数学家搞出来的玩具，一群cs、EE方向的人玩的不亦乐乎……怎么看这些人都和生物没有半毛线关系。
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/185094965,Kevin,98,2017-06-17T07:03:41.000Z,2017-06-17T07:03:41.000Z,0,5,"只能说是启发和影响，谈不上模拟。 早期的飞机受鸟类飞行启发，但说现代的飞机模拟鸟类飞行，也是不对的。 启发/灵感/影响主要有几个方面 1. 早期神经网络受生物大脑的神经元结构启发，逆向大脑来构建智能机器，但是一般都没有设计成生物功能的 2. 可以通过单一的深度学习算法解决不同的任务，比如把动物的视觉信号传送到听觉处理区域，动物可以学会用大脑的听觉处理区域去看（Von Melchner et al., 2000） 3. 受到动物视觉系统启发， 形成了现在的卷积神经网络的基础 4. 目前大多数神经网络使用的称为整流线性单元（rectified linear unit） 5. 连接主义的观点是，当网络将大量简单的计算单元连在一起可以实现智能，这也同样适用于生物神经系统中的神经元 深度网络或者神经网络无法模拟生物大脑 1. 没有足够关于大脑的知识作为指导 2. 现在计算和存储能力不足以支撑对大脑的模拟，比如同时监测（至少是）数千相连的神经元的活动 3. 更接近实际神经网络的系统并不能提高机器学习的性能 4. 有一些深度学习的研究人员引用神经网络作为参考，但是更多的人完全不关心神经科学 5. 实际的神经网络，比如前馈神经网络，更恰当的说法是为了实现泛化而设计的函数近似机 现代的神经网络更多地受数学和工程学科的指引，并且当前的神经网络或者深度学习的目标是构建计算机系统解决智能任务问题，而不是给大脑建模，它只是偶尔地神经科学提取灵感。 另外有一门学科《计算神经科学》，则是通过模拟大脑来了解大脑如何真实工作的。 做了一回搬运工，以上，参考 http://www.deeplearningbook.org/"
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/174645339,[已重置],274,2017-05-26T01:52:36.000Z,2017-05-26T02:17:31.000Z,1,2,"这方面我还没实际研究但想先建立讨论的共识什么叫做仿？至少有两个常见的代表涵义1.不是真的2.希望尽可能的真我用猜测的不是真的这点是肯定的但是否想尽可能的真我想这不是主要目的(就算是也是因为现状关于人类思维的传感器不够好)临时有任务回来再更音符除了音阶外重要的是时值而人脑可以选择无视-------------------------------------想说的主要是我们需要人工智慧、机器学习一类是功利性目的因此就算模仿人脑也是有限度的模仿因此就算能透过加随机数来决策失败也是模拟退火类的想跳脱视野侷限找出全域最大值但不作为、闹情绪、造假判定自己是否该解这题、装傻、忽悠、视而不见不是我们研究机器学习与人工智慧的目的的目的以这层面上来说确实不是模仿人脑但解题思路上多少会借鉴人脑最后推荐个TED视频「大脑存在的真正原因」(那视频出来时雷达传感器还不知名有些问题在那时来看很难解决!!)有很多生物都有大脑也有很多生物没有人脑的作用不同但借由观察其它生物为何需要大脑可以猜出人类有脑的主要原因而人类有些人能胜出的原因是大脑有附加价值其实具体原因在这题目前的最高顺位解答有写到人工智慧本身不处理传感器问题而大脑思考与传感器的相关性较计算机为高因此思考不是多数生物的强项此外「思考倾向于解释世界,而重点是改变世界」"
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/543338717,卫龙大面筋,32,2018-12-01T22:09:37.000Z,2018-12-01T22:09:37.000Z,0,0,占个坑，明天来写
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/273879176,david,33,2017-12-10T07:01:11.000Z,2017-12-10T07:01:12.000Z,0,0,"首先，根据DNN的实际表现，应该和人脑的机制有部分重合，但是我觉得还是很初级的，DNN只是一个概况的称谓，还包括CNN,RNN....等不同的类型，可以理解为对应了人脑中不同功能的神经元结构。"
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/175803711,匿名用户,0,2017-05-28T16:56:57.000Z,2017-05-28T17:10:04.000Z,1,10,我猜来回答此问题的更多的为cs的专业人士。提问暗含的意思似乎是已经把单个神经元当作学习的最小功能单位，其实远非如此。一个神经细胞已经是无数分子和电信号整合后的反应大单位。甚至更精细一些，神经细胞上的一个突触都可以根据刺激强弱极为迅速地进行自我活性调控。而一小小突触，其下涉及的蛋白种类和瞬间的酶活应激变化何止千种。再给一百年，深度学习进化到再高的程度，恐怕也比不上单个神经元的plasticity能力。枉论是皮层了。概念上有相似之处，但这相似之处很牵强。因为人们并不了解皮层，所以其实本来也谈不上对皮层的概念，至多算是“模仿了脑神经领域中某个有争议的关于学习产生的简化理论模型”。
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/174186533,匿名用户,0,2017-05-25T01:00:24.000Z,2017-05-25T01:00:24.000Z,8,4,最前沿的DNN网络有几百层就不错了。而人的神经细胞传播层数又有多少呢？况且人的神经细胞是以一个网络的形式，可能后一层的单元还会向前一层传播。目前的DNN只能说尽量去模拟，但真正的模拟，私以为是做不到的。一点愚见。
深度神经网络（DNN）是否模拟了人类大脑皮层结构？,https://www.zhihu.com/question/59800121/answer/239479836,匿名用户,0,2017-10-04T16:49:01.000Z,2017-10-04T16:49:01.000Z,11,3,先放结论：没有。学了一年人工智能，我怀疑现在人工智能的发展方向上存在着根本上的错误，人工神经网络的本质是n个超级复杂的函数堆砌，这个函数复杂到训练一个神经网络用我的小破MacBook pro要用一下午才能完成。直觉告诉我这种unexplainable Statistics Model是无法孕育出真正的智能的。想要创造出强Ai必须要从大脑机理上进行模拟才可以。所以身为一个以创造出强Ai为己任的超级富二代，我决定改行学生物了
