number,question_title,answer_url,author_name,fans_count,created_time,updated_time,comment_count,voteup_count,content
220800011,医生在现实生活中的收入有多高？,https://www.zhihu.com/question/354831599/answer/1216820672,匿名用户,0,2020/5/12 6:03,2020/6/7 22:41,13,53,收入高到你无法想象。医生里面有那么一小波人 这些人的高收入是基于两点，缺一不可。科室的病人相当多+基本不给下面的医生＝全科病人，药厂和器械厂带来的高额回报。病人红包，数量太少风险太大，他们看不上。这么一小波人，可以说打击了整个行业的医生收入。可以说我们国家的医保的钱有相当一部分进了这些人的腰包。可是正因为这一小波人都是各个医院的主任副主任，包含了各种医疗届顶尖医生。国家不想也没办法赶尽杀绝。只能从源头动手。那就是国家大批量采购药品和医疗器械。把价格压下来。把回扣的水份挤出来。现在仅仅是试点一部分药，在一部分城市，国家就省下了相当多的钱。这些钱以前可都是进了这一小波医生的腰包。大家可以自行搜索，体会一下这个高收入到底可以到什么程度。可这不妨碍剩下的医生觉得自己很穷。那一小波人一年一套房，而天天值夜班上台做手术的他们只有一个月一两万。一两万也许在很多人看来是高工资了。但是北上广和各大二线城市。这个劳动强度和劳动所得可是远远低于劳动价值除非你觉得命不值钱。国家现在把这部分钱节约下来以后，能不能提高一下普通医生的收入。
220800012,新冠疫情下医护人员又是支援打疫苗，又是采核酸等，在此情况下，是否提升了医护人员的价值？,https://www.zhihu.com/question/477855895/answer/2046670429,知乎用户uzZLeC,27359,2021/8/8 14:56,2021/8/8 14:56,0,34,领导，您这是要给涨工资了吗
220800013,新冠疫情下医护人员又是支援打疫苗，又是采核酸等，在此情况下，是否提升了医护人员的价值？,https://www.zhihu.com/question/477855895/answer/2045014914,周久,51,2021/8/7 17:05,2021/8/7 17:05,0,3,如果收入没涨，那么付出了更多的精力承担更多的工作量，从劳动力的角度来看简直就是贬值了。那么社会地位是否提高了？似乎也不。中国医患关系紧张的一大源头是医疗资源紧缺，新冠的存在加剧了这种局面，因此，医护人员的社会地位的提升也被对冲了。
220800014,新冠疫情下医护人员又是支援打疫苗，又是采核酸等，在此情况下，是否提升了医护人员的价值？,https://www.zhihu.com/question/477855895/answer/2047854396,树的大根,49,2021/8/9 5:06,2021/8/9 5:06,3,0,没想到风险？打疫苗还好，采核酸新闻没看吗？工作环境和强度比上班高多了，而且补贴不如上班，我们打疫苗补贴100一天，一季度一发，目前刚发上季度的，医院绩效是没有补贴的。采核酸高点，因为核酸公司有钱，好像是500一天，全套防护服没穿过的人体会不了什么叫提升价值？医务人员本身价值就摆在这，更多的是奉献和风险，难道采核酸产生的价值比救治病人就一定高了？现在为了保证疫苗和核酸，医院每个科室都出人，每个人头上的工作量都增大了
220800015,新冠疫情下医护人员又是支援打疫苗，又是采核酸等，在此情况下，是否提升了医护人员的价值？,https://www.zhihu.com/question/477855895/answer/2083975985,宇宙,569,2021/8/25 23:37,2021/8/25 23:37,0,1,疫情期间最忙的就是医护人员了，除了上好自己的班，还要轮流上疫苗班，核酸班，反正就知道群里左一个排班表，又一个排班表。本来人员就不多，遇到重叠的班，还要和同事私下协商调班。连班都上不过来，更何况休息呢，同事说，干脆把我们一个人劈成两半也不够。没感觉有任何变化，就是工作量加大了。在这些班中最难熬就是核酸班，从早上开始上班，就穿上隔离衣，一直到下班，单独待在一间房子里，不能出去。隔离衣看起来薄薄的一层，因为是密封的，穿在身上感觉像穿了厚厚的棉衣，戴着口罩和面频时间长了有时感觉气都透不过来。从核酸班排下来，我们就要提前做好准备，在那一天，不能吃太多，也不能喝水，因为不能出去走动，中午不敢回家。晚上下班时，要把自己和搭档医生也做一下核酸采集，同事们开玩笑说：核酸班就是要待在小黑屋。今天下午去上班时，听同事说：又给我们增加了新的任务，说镇府安排医生和护士给不方便出门的人，上门服务。真的想疫情早点结束，还人类一个健康的生态环境。
220800016,新冠疫情下医护人员又是支援打疫苗，又是采核酸等，在此情况下，是否提升了医护人员的价值？,https://www.zhihu.com/question/477855895/answer/2046845739,匿名用户,0,2021/8/8 16:31,2021/8/8 16:32,0,1,并没有提升，反而降低了。社会地位是否提升了不好说，而且说实话并不重要，毕竟你社会地位再高买房子也一样得花真金白银，不可能因为你是医护人员就白送你一套学区房。收入是实实在在降低的，工作量也是实实在在增多了的。疫情以前还在犹豫要不要离职民营医院赚快钱，毕竟有编制，还想着体制内多少有个旱涝保收。但疫情后见到的一切种种已经替我做出了决定。给老百姓看病永远是赚不到钱的，能赚到钱的路径只有给权贵看病或收割老百姓。现在不敢离职，毕竟执业医师法规定重大公共卫生事件期间不服从卫生行政部门调遣时最严重可吊销执业医师资格证。等这波疫情平息下去以后，我就立马跑路。
220800017,新冠疫情下医护人员又是支援打疫苗，又是采核酸等，在此情况下，是否提升了医护人员的价值？,https://www.zhihu.com/question/477855895/answer/2397548842,克莱因蓝,0,2022/3/19 23:10,2022/3/19 23:10,0,0,给钱啥都好说，光谈理想和抱负，不来点实际的，当护士都傻吗。心存大义的护士大有人在，但老娘不是。
220800018,新冠疫情下医护人员又是支援打疫苗，又是采核酸等，在此情况下，是否提升了医护人员的价值？,https://www.zhihu.com/question/477855895/answer/2074418966,菩提树下,2,2021/8/21 13:01,2021/8/21 13:01,0,0,不提高待遇，怎么叫提升了价值？
220800019,新冠疫情下医护人员又是支援打疫苗，又是采核酸等，在此情况下，是否提升了医护人员的价值？,https://www.zhihu.com/question/477855895/answer/2047096631,知乎用户XcYC8r,12,2021/8/8 18:52,2021/8/8 18:52,1,0,应该会有荣誉出钱得看……
220800020,新冠疫情下医护人员又是支援打疫苗，又是采核酸等，在此情况下，是否提升了医护人员的价值？,https://www.zhihu.com/question/477855895/answer/2045063357,南一一,10,2021/8/7 17:34,2021/8/7 17:34,0,0,身为医护，其实不关注这种问题。先说结论：提升了，但是和你没关系。你该怎么样还得怎么样，患者以前怎么对你现在还怎么对你。你不如换个问题思考一下疫情下的医患关系是否有所缓和？其本质是什么？疫情后医生，护士在社会结构中的位置是否有变化？没有！所以……毫无意义！我坚定完成社会与国家予以我的责任和任务。至于其他不用多考虑，还不到时候。社会还没发展到那个阶段。
220800021,新冠疫情下医护人员又是支援打疫苗，又是采核酸等，在此情况下，是否提升了医护人员的价值？,https://www.zhihu.com/question/477855895/answer/2044895275,girl笑疯,3,2021/8/7 15:59,2021/8/7 15:59,0,0,请不要讲笑话，谢谢！医护人员本身的价值就在那，排查预防，诊治护理，康复与宣教等。这不是提升了价值，只是让群众看到了价值而已。你的问题让我感到悲伤，因为这说明医护付出的多看到的价值少，在大疫情发生后才想起来医护人员的价值，还觉得有可能提升医护的价值。那么，疫情以前和之后，医护人员的价值就减少了吗？不是的，只是形式平稳后，群众对医护的需求变小了，不在乎你有多少价值。就像冬衣一样，到冬季是必需品，到春夏秋季就可有可无了，可它本身的价值从未变过。
